x coord, t coord, heat
0.89, 10, 0.378234
0.9, 10, 0.347531
0.91, 10, 0.315724
0.92, 10, 0.282946
0.93, 10, 0.249325
0.94, 10, 0.214985
0.95, 10, 0.180042
0.96, 10, 0.144607
0.97, 10, 0.108786
0.98, 10, 0.0726804
0.99, 10, 0.0363868
1, 10, 0
0, 11, 0
0.01, 11, 0.0353978
0.02, 11, 0.0706921
0.03, 11, 0.105778
0.04, 11, 0.140551
0.05, 11, 0.174902
0.06, 11, 0.20872
0.07, 11, 0.241894
0.08, 11, 0.274305
0.09, 11, 0.305837
0.1, 11, 0.336367
0.11, 11, 0.365773
0.12, 11, 0.393931
0.13, 11, 0.420719
0.14, 11, 0.446016
0.15, 11, 0.469705
0.16, 11, 0.491674
0.17, 11, 0.511819
0.18, 11, 0.530045
0.19, 11, 0.546267
0.2, 11, 0.560417
0.21, 11, 0.572438
0.22, 11, 0.582293
0.23, 11, 0.589961
0.24, 11, 0.595444
0.25, 11, 0.598761
0.26, 11, 0.599955
0.27, 11, 0.599091
0.28, 11, 0.596256
0.29, 11, 0.591556
0.3, 11, 0.585122
0.31, 11, 0.577102
0.32, 11, 0.567663
0.33, 11, 0.556988
0.34, 11, 0.545274
0.35, 11, 0.532732
0.36, 11, 0.519579
0.37, 11, 0.50604
0.38, 11, 0.492344
0.39, 11, 0.478719
0.4, 11, 0.465388
0.41, 11, 0.45257
0.42, 11, 0.440474
0.43, 11, 0.429296
0.44, 11, 0.419216
0.45, 11, 0.410397
0.46, 11, 0.402981
0.47, 11, 0.397085
0.48, 11, 0.392806
0.49, 11, 0.39021
0.5, 11, 0.38934
0.51, 11, 0.39021
0.52, 11, 0.392806
0.53, 11, 0.397085
0.54, 11, 0.402981
0.55, 11, 0.410397
0.56, 11, 0.419216
0.57, 11, 0.429296
0.58, 11, 0.440474
0.59, 11, 0.45257
0.6, 11, 0.465388
0.61, 11, 0.478719
0.62, 11, 0.492344
0.63, 11, 0.50604
0.64, 11, 0.519579
0.65, 11, 0.532732
0.66, 11, 0.545274
0.67, 11, 0.556988
0.68, 11, 0.567663
0.69, 11, 0.577102
0.7, 11, 0.585122
0.71, 11, 0.591556
0.72, 11, 0.596256
0.73, 11, 0.599091
0.74, 11, 0.599955
0.75, 11, 0.598761
0.76, 11, 0.595444
0.77, 11, 0.589961
0.78, 11, 0.582293
0.79, 11, 0.572438
0.8, 11, 0.560417
0.81, 11, 0.546267
0.82, 11, 0.530045
0.83, 11, 0.511819
0.84, 11, 0.491674
0.85, 11, 0.469705
0.86, 11, 0.446016
0.87, 11, 0.420719
0.88, 11, 0.393931
0.89, 11, 0.365773
0.9, 11, 0.336367
0.91, 11, 0.305837
0.92, 11, 0.274305
0.93, 11, 0.241894
0.94, 11, 0.20872
0.95, 11, 0.174902
0.96, 11, 0.140551
0.97, 11, 0.105778
0.98, 11, 0.0706921
0.99, 11, 0.0353978
1, 11, 0
0, 12, 0
0.01, 12, 0.0343316
0.02, 12, 0.0685544
0.03, 12, 0.102559
0.04, 12, 0.136235
0.05, 12, 0.169473
0.06, 12, 0.202159
0.07, 12, 0.234182
0.08, 12, 0.265428
0.09, 12, 0.295783
0.1, 12, 0.325132
0.11, 12, 0.353361
0.12, 12, 0.380359
0.13, 12, 0.406015
0.14, 12, 0.430224
0.15, 12, 0.452884
0.16, 12, 0.473901
0.17, 12, 0.493187
0.18, 12, 0.510666
0.19, 12, 0.526272
0.2, 12, 0.539949
0.21, 12, 0.551658
0.22, 12, 0.561375
0.23, 12, 0.569091
0.24, 12, 0.574814
0.25, 12, 0.578572
0.26, 12, 0.58041
0.27, 12, 0.580392
0.28, 12, 0.5786
0.29, 12, 0.575136
0.3, 12, 0.570117
0.31, 12, 0.563679
0.32, 12, 0.55597
0.33, 12, 0.547155
0.34, 12, 0.537408
0.35, 12, 0.526914
0.36, 12, 0.515864
0.37, 12, 0.504455
0.38, 12, 0.492886
0.39, 12, 0.481356
0.4, 12, 0.470058
0.41, 12, 0.459183
0.42, 12, 0.448912
0.43, 12, 0.439412
0.44, 12, 0.430842
0.45, 12, 0.423339
0.46, 12, 0.417028
0.47, 12, 0.41201
0.48, 12, 0.408366
0.49, 12, 0.406156
0.5, 12, 0.405415
0.51, 12, 0.406156
0.52, 12, 0.408366
0.53, 12, 0.41201
0.54, 12, 0.417028
0.55, 12, 0.423339
0.56, 12, 0.430842
0.57, 12, 0.439412
0.58, 12, 0.448912
0.59, 12, 0.459183
0.6, 12, 0.470058
0.61, 12, 0.481356
0.62, 12, 0.492886
0.63, 12, 0.504455
0.64, 12, 0.515864
0.65, 12, 0.526914
0.66, 12, 0.537408
0.67, 12, 0.547155
0.68, 12, 0.55597
0.69, 12, 0.563679
0.7, 12, 0.570117
0.71, 12, 0.575136
0.72, 12, 0.5786
0.73, 12, 0.580392
0.74, 12, 0.58041
0.75, 12, 0.578572
0.76, 12, 0.574814
0.77, 12, 0.569091
0.78, 12, 0.561375
0.79, 12, 0.551658
0.8, 12, 0.539949
0.81, 12, 0.526272
0.82, 12, 0.510666
0.83, 12, 0.493187
0.84, 12, 0.473901
0.85, 12, 0.452884
0.86, 12, 0.430224
0.87, 12, 0.406015
0.88, 12, 0.380359
0.89, 12, 0.353361
0.9, 12, 0.325132
0.91, 12, 0.295783
0.92, 12, 0.265428
0.93, 12, 0.234182
0.94, 12, 0.202159
0.95, 12, 0.169473
0.96, 12, 0.136235
0.97, 12, 0.102559
0.98, 12, 0.0685544
0.99, 12, 0.0343316
1, 12, 0
0, 13, 0
0.01, 13, 0.0332307
0.02, 13, 0.0663506
0.03, 13, 0.099249
0.04, 13, 0.131815
0.05, 13, 0.163938
0.06, 13, 0.195506
0.07, 13, 0.22641
0.08, 13, 0.256538
0.09, 13, 0.285783
0.1, 13, 0.314036
0.11, 13, 0.341192
0.12, 13, 0.367147
0.13, 13, 0.391804
0.14, 13, 0.415068
0.15, 13, 0.43685
0.16, 13, 0.45707
0.17, 13, 0.475653
0.18, 13, 0.492537
0.19, 13, 0.507668
0.2, 13, 0.521004
0.21, 13, 0.532517
0.22, 13, 0.542191
0.23, 13, 0.550027
0.24, 13, 0.556039
0.25, 13, 0.560257
0.26, 13, 0.562729
0.27, 13, 0.563516
0.28, 13, 0.562696
0.29, 13, 0.560365
0.3, 13, 0.556629
0.31, 13, 0.551612
0.32, 13, 0.545448
0.33, 13, 0.538282
0.34, 13, 0.530272
0.35, 13, 0.521578
0.36, 13, 0.512371
0.37, 13, 0.502824
0.38, 13, 0.493109
0.39, 13, 0.483402
0.4, 13, 0.47387
0.41, 13, 0.46468
0.42, 13, 0.455988
0.43, 13, 0.447941
0.44, 13, 0.440675
0.45, 13, 0.43431
0.46, 13, 0.428953
0.47, 13, 0.424692
0.48, 13, 0.421597
0.49, 13, 0.419719
0.5, 13, 0.41909
0.51, 13, 0.419719
0.52, 13, 0.421597
0.53, 13, 0.424692
0.54, 13, 0.428953
0.55, 13, 0.43431
0.56, 13, 0.440675
0.57, 13, 0.447941
0.58, 13, 0.455988
0.59, 13, 0.46468
0.6, 13, 0.47387
0.61, 13, 0.483402
0.62, 13, 0.493109
0.63, 13, 0.502824
0.64, 13, 0.512371
0.65, 13, 0.521578
0.66, 13, 0.530272
0.67, 13, 0.538282
0.68, 13, 0.545448
0.69, 13, 0.551612
0.7, 13, 0.556629
0.71, 13, 0.560365
0.72, 13, 0.562696
0.73, 13, 0.563516
0.74, 13, 0.562729
0.75, 13, 0.560257
0.76, 13, 0.556039
0.77, 13, 0.550027
0.78, 13, 0.542191
0.79, 13, 0.532517
0.8, 13, 0.521004
0.81, 13, 0.507668
0.82, 13, 0.492537
0.83, 13, 0.475653
0.84, 13, 0.45707
0.85, 13, 0.43685
0.86, 13, 0.415068
0.87, 13, 0.391804
0.88, 13, 0.367147
0.89, 13, 0.341192
0.9, 13, 0.314036
0.91, 13, 0.285783
0.92, 13, 0.256538
0.93, 13, 0.22641
0.94, 13, 0.195506
0.95, 13, 0.163938
0.96, 13, 0.131815
0.97, 13, 0.099249
0.98, 13, 0.0663506
0.99, 13, 0.0332307
1, 13, 0
0, 14, 0
0.01, 14, 0.0321245
0.02, 14, 0.0641389
0.03, 14, 0.0959332
0.04, 14, 0.127398
0.05, 14, 0.158423
0.06, 14, 0.188902
0.07, 14, 0.218726
0.08, 14, 0.24779
0.09, 14, 0.275989
0.1, 14, 0.303224
0.11, 14, 0.329395
0.12, 14, 0.354408
0.13, 14, 0.378174
0.14, 14, 0.400608
0.15, 14, 0.421632
0.16, 14, 0.441175
0.17, 14, 0.459175
0.18, 14, 0.475579
0.19, 14, 0.490343
0.2, 14, 0.503435
0.21, 14, 0.514835
0.22, 14, 0.524534
0.23, 14, 0.532538
0.24, 14, 0.538866
0.25, 14, 0.54355
0.26, 14, 0.546635
0.27, 14, 0.548183
0.28, 14, 0.548267
0.29, 14, 0.546974
0.3, 14, 0.544403
0.31, 14, 0.540666
0.32, 14, 0.535884
0.33, 14, 0.530187
0.34, 14, 0.523714
0.35, 14, 0.51661
0.36, 14, 0.509025
0.37, 14, 0.50111
0.38, 14, 0.493019
0.39, 14, 0.484903
0.4, 14, 0.476911
0.41, 14, 0.469188
0.42, 14, 0.461869
0.43, 14, 0.455084
0.44, 14, 0.448949
0.45, 14, 0.44357
0.46, 14, 0.439039
0.47, 14, 0.435434
0.48, 14, 0.432814
0.49, 14, 0.431224
0.5, 14, 0.430691
0.51, 14, 0.431224
0.52, 14, 0.432814
0.53, 14, 0.435434
0.54, 14, 0.439039
0.55, 14, 0.44357
0.56, 14, 0.448949
0.57, 14, 0.455084
0.58, 14, 0.461869
0.59, 14, 0.469188
0.6, 14, 0.476911
0.61, 14, 0.484903
0.62, 14, 0.493019
0.63, 14, 0.50111
0.64, 14, 0.509025
0.65, 14, 0.51661
0.66, 14, 0.523714
0.67, 14, 0.530187
0.68, 14, 0.535884
0.69, 14, 0.540666
0.7, 14, 0.544403
0.71, 14, 0.546974
0.72, 14, 0.548267
0.73, 14, 0.548183
0.74, 14, 0.546635
0.75, 14, 0.54355
0.76, 14, 0.538866
0.77, 14, 0.532538
0.78, 14, 0.524534
0.79, 14, 0.514835
0.8, 14, 0.503435
0.81, 14, 0.490343
0.82, 14, 0.475579
0.83, 14, 0.459175
0.84, 14, 0.441175
0.85, 14, 0.421632
0.86, 14, 0.400608
0.87, 14, 0.378174
0.88, 14, 0.354408
0.89, 14, 0.329395
0.9, 14, 0.303224
0.91, 14, 0.275989
0.92, 14, 0.24779
0.93, 14, 0.218726
0.94, 14, 0.188902
0.95, 14, 0.158423
0.96, 14, 0.127398
0.97, 14, 0.0959332
0.98, 14, 0.0641389
0.99, 14, 0.0321245
1, 14, 0
0, 15, 0
0.01, 15, 0.0310335
0.02, 15, 0.0619591
0.03, 15, 0.0926694
0.04, 15, 0.123057
0.05, 15, 0.153017
0.06, 15, 0.182443
0.07, 15, 0.211233
0.08, 15, 0.239286
0.09, 15, 0.266504
0.1, 15, 0.292791
0.11, 15, 0.318056
0.12, 15, 0.342212
0.13, 15, 0.365176
0.14, 15, 0.386874
0.15, 15, 0.407235
0.16, 15, 0.426197
0.17, 15, 0.443706
0.18, 15, 0.459718
0.19, 15, 0.474196
0.2, 15, 0.487115
0.21, 15, 0.498461
0.22, 15, 0.508231
0.23, 15, 0.516434
0.24, 15, 0.523089
0.25, 15, 0.528231
0.26, 15, 0.531905
0.27, 15, 0.534167
0.28, 15, 0.535087
0.29, 15, 0.534745
0.3, 15, 0.533232
0.31, 15, 0.53065
0.32, 15, 0.527106
0.33, 15, 0.52272
0.34, 15, 0.517614
0.35, 15, 0.511918
0.36, 15, 0.505765
0.37, 15, 0.499287
0.38, 15, 0.492622
0.39, 15, 0.485902
0.4, 15, 0.479257
0.41, 15, 0.472815
0.42, 15, 0.466695
0.43, 15, 0.461009
0.44, 15, 0.45586
0.45, 15, 0.451339
0.46, 15, 0.447527
0.47, 15, 0.444491
0.48, 15, 0.442284
0.49, 15, 0.440944
0.5, 15, 0.440495
0.51, 15, 0.440944
0.52, 15, 0.442284
0.53, 15, 0.444491
0.54, 15, 0.447527
0.55, 15, 0.451339
0.56, 15, 0.45586
0.57, 15, 0.461009
0.58, 15, 0.466695
0.59, 15, 0.472815
0.6, 15, 0.479257
0.61, 15, 0.485902
0.62, 15, 0.492622
0.63, 15, 0.499287
0.64, 15, 0.505765
0.65, 15, 0.511918
0.66, 15, 0.517614
0.67, 15, 0.52272
0.68, 15, 0.527106
0.69, 15, 0.53065
0.7, 15, 0.533232
0.71, 15, 0.534745
0.72, 15, 0.535087
0.73, 15, 0.534167
0.74, 15, 0.531905
0.75, 15, 0.528231
0.76, 15, 0.523089
0.77, 15, 0.516434
0.78, 15, 0.508231
0.79, 15, 0.498461
0.8, 15, 0.487115
0.81, 15, 0.474196
0.82, 15, 0.459718
0.83, 15, 0.443706
0.84, 15, 0.426197
0.85, 15, 0.407235
0.86, 15, 0.386874
0.87, 15, 0.365176
0.88, 15, 0.342212
0.89, 15, 0.318056
0.9, 15, 0.292791
0.91, 15, 0.266504
0.92, 15, 0.239286
0.93, 15, 0.211233
0.94, 15, 0.182443
0.95, 15, 0.153017
0.96, 15, 0.123057
0.97, 15, 0.0926694
0.98, 15, 0.0619591
0.99, 15, 0.0310335
1, 15, 0
0, 16, 0
0.01, 16, 0.0299713
0.02, 16, 0.0598382
0.03, 16, 0.0894966
0.04, 16, 0.118843
0.05, 16, 0.147776
0.06, 16, 0.176195
0.07, 16, 0.204
0.08, 16, 0.231097
0.09, 16, 0.257392
0.1, 16, 0.282796
0.11, 16, 0.307224
0.12, 16, 0.330596
0.13, 16, 0.352835
0.14, 16, 0.373874
0.15, 16, 0.393649
0.16, 16, 0.412106
0.17, 16, 0.429197
0.18, 16, 0.444884
0.19, 16, 0.459136
0.2, 16, 0.471934
0.21, 16, 0.483268
0.22, 16, 0.493137
0.23, 16, 0.501553
0.24, 16, 0.508537
0.25, 16, 0.514123
0.26, 16, 0.518353
0.27, 16, 0.521282
0.28, 16, 0.522973
0.29, 16, 0.523501
0.3, 16, 0.522949
0.31, 16, 0.521409
0.32, 16, 0.518979
0.33, 16, 0.515765
0.34, 16, 0.511877
0.35, 16, 0.507432
0.36, 16, 0.502546
0.37, 16, 0.497338
0.38, 16, 0.49193
0.39, 16, 0.486437
0.4, 16, 0.480977
0.41, 16, 0.475659
0.42, 16, 0.470588
0.43, 16, 0.465864
0.44, 16, 0.461576
0.45, 16, 0.457805
0.46, 16, 0.45462
0.47, 16, 0.452081
0.48, 16, 0.450233
0.49, 16, 0.449111
0.5, 16, 0.448735
0.51, 16, 0.449111
0.52, 16, 0.450233
0.53, 16, 0.452081
0.54, 16, 0.45462
0.55, 16, 0.457805
0.56, 16, 0.461576
0.57, 16, 0.465864
0.58, 16, 0.470588
0.59, 16, 0.475659
0.6, 16, 0.480977
0.61, 16, 0.486437
0.62, 16, 0.49193
0.63, 16, 0.497338
0.64, 16, 0.502546
0.65, 16, 0.507432
0.66, 16, 0.511877
0.67, 16, 0.515765
0.68, 16, 0.518979
0.69, 16, 0.521409
0.7, 16, 0.522949
0.71, 16, 0.523501
0.72, 16, 0.522973
0.73, 16, 0.521282
0.74, 16, 0.518353
0.75, 16, 0.514123
0.76, 16, 0.508537
0.77, 16, 0.501553
0.78, 16, 0.493137
0.79, 16, 0.483268
0.8, 16, 0.471934
0.81, 16, 0.459136
0.82, 16, 0.444884
0.83, 16, 0.429197
0.84, 16, 0.412106
0.85, 16, 0.393649
0.86, 16, 0.373874
0.87, 16, 0.352835
0.88, 16, 0.330596
0.89, 16, 0.307224
0.9, 16, 0.282796
0.91, 16, 0.257392
0.92, 16, 0.231097
0.93, 16, 0.204
0.94, 16, 0.176195
0.95, 16, 0.147776
0.96, 16, 0.118843
0.97, 16, 0.0894966
0.98, 16, 0.0598382
0.99, 16, 0.0299713
1, 16, 0
0, 17, 0
0.01, 17, 0.0289471
0.02, 17, 0.057794
0.03, 17, 0.0864406
0.04, 17, 0.114788
0.05, 17, 0.142739
0.06, 17, 0.170197
0.07, 17, 0.197068
0.08, 17, 0.223263
0.09, 17, 0.248693
0.1, 17, 0.273274
0.11, 17, 0.296927
0.12, 17, 0.319578
0.13, 17, 0.341157
0.14, 17, 0.361601
0.15, 17, 0.380854
0.16, 17, 0.398866
0.17, 17, 0.415596
0.18, 17, 0.431008
0.19, 17, 0.445079
0.2, 17, 0.457792
0.21, 17, 0.46914
0.22, 17, 0.479126
0.23, 17, 0.48776
0.24, 17, 0.495066
0.25, 17, 0.501075
0.26, 17, 0.505827
0.27, 17, 0.509374
0.28, 17, 0.511775
0.29, 17, 0.513098
0.3, 17, 0.513418
0.31, 17, 0.512819
0.32, 17, 0.51139
0.33, 17, 0.509226
0.34, 17, 0.506427
0.35, 17, 0.503094
0.36, 17, 0.499334
0.37, 17, 0.495253
0.38, 17, 0.490955
0.39, 17, 0.486547
0.4, 17, 0.482129
0.41, 17, 0.4778
0.42, 17, 0.473652
0.43, 17, 0.469772
0.44, 17, 0.46624
0.45, 17, 0.463125
0.46, 17, 0.46049
0.47, 17, 0.458386
0.48, 17, 0.456854
0.49, 17, 0.455922
0.5, 17, 0.45561
0.51, 17, 0.455922
0.52, 17, 0.456854
0.53, 17, 0.458386
0.54, 17, 0.46049
0.55, 17, 0.463125
0.56, 17, 0.46624
0.57, 17, 0.469772
0.58, 17, 0.473652
0.59, 17, 0.4778
0.6, 17, 0.482129
0.61, 17, 0.486547
0.62, 17, 0.490955
0.63, 17, 0.495253
0.64, 17, 0.499334
0.65, 17, 0.503094
0.66, 17, 0.506427
0.67, 17, 0.509226
0.68, 17, 0.51139
0.69, 17, 0.512819
0.7, 17, 0.513418
0.71, 17, 0.513098
0.72, 17, 0.511775
0.73, 17, 0.509374
0.74, 17, 0.505827
0.75, 17, 0.501075
0.76, 17, 0.495066
0.77, 17, 0.48776
0.78, 17, 0.479126
0.79, 17, 0.46914
0.8, 17, 0.457792
0.81, 17, 0.445079
0.82, 17, 0.431008
0.83, 17, 0.415596
0.84, 17, 0.398866
0.85, 17, 0.380854
0.86, 17, 0.361601
0.87, 17, 0.341157
0.88, 17, 0.319578
0.89, 17, 0.296927
0.9, 17, 0.273274
0.91, 17, 0.248693
0.92, 17, 0.223263
0.93, 17, 0.197068
0.94, 17, 0.170197
0.95, 17, 0.142739
0.96, 17, 0.114788
0.97, 17, 0.0864406
0.98, 17, 0.057794
0.99, 17, 0.0289471
1, 17, 0
0, 18, 0
0.01, 18, 0.0279665
0.02, 18, 0.0558372
0.03, 18, 0.0835169
0.04, 18, 0.110911
0.05, 18, 0.137927
0.06, 18, 0.164474
0.07, 18, 0.190462
0.08, 18, 0.215807
0.09, 18, 0.240425
0.1, 18, 0.264239
0.11, 18, 0.287173
0.12, 18, 0.309159
0.13, 18, 0.330133
0.14, 18, 0.350037
0.15, 18, 0.36882
0.16, 18, 0.386436
0.17, 18, 0.402848
0.18, 18, 0.418026
0.19, 18, 0.431948
0.2, 18, 0.444602
0.21, 18, 0.455981
0.22, 18, 0.46609
0.23, 18, 0.47494
0.24, 18, 0.482554
0.25, 18, 0.488962
0.26, 18, 0.494201
0.27, 18, 0.498319
0.28, 18, 0.50137
0.29, 18, 0.503417
0.3, 18, 0.504528
0.31, 18, 0.504779
0.32, 18, 0.504252
0.33, 18, 0.50303
0.34, 18, 0.501203
0.35, 18, 0.498864
0.36, 18, 0.496107
0.37, 18, 0.493025
0.38, 18, 0.489713
0.39, 18, 0.486264
0.4, 18, 0.482768
0.41, 18, 0.479312
0.42, 18, 0.475978
0.43, 18, 0.472842
0.44, 18, 0.469975
0.45, 18, 0.467438
0.46, 18, 0.465286
0.47, 18, 0.463564
0.48, 18, 0.462308
0.49, 18, 0.461544
0.5, 18, 0.461288
0.51, 18, 0.461544
0.52, 18, 0.462308
0.53, 18, 0.463564
0.54, 18, 0.465286
0.55, 18, 0.467438
0.56, 18, 0.469975
0.57, 18, 0.472842
0.58, 18, 0.475978
0.59, 18, 0.479312
0.6, 18, 0.482768
0.61, 18, 0.486264
0.62, 18, 0.489713
0.63, 18, 0.493025
0.64, 18, 0.496107
0.65, 18, 0.498864
0.66, 18, 0.501203
0.67, 18, 0.50303
0.68, 18, 0.504252
0.69, 18, 0.504779
0.7, 18, 0.504528
0.71, 18, 0.503417
0.72, 18, 0.50137
0.73, 18, 0.498319
0.74, 18, 0.494201
0.75, 18, 0.488962
0.76, 18, 0.482554
0.77, 18, 0.47494
0.78, 18, 0.46609
0.79, 18, 0.455981
0.8, 18, 0.444602
0.81, 18, 0.431948
0.82, 18, 0.418026
0.83, 18, 0.402848
0.84, 18, 0.386436
0.85, 18, 0.36882
0.86, 18, 0.350037
0.87, 18, 0.330133
0.88, 18, 0.309159
0.89, 18, 0.287173
0.9, 18, 0.264239
0.91, 18, 0.240425
0.92, 18, 0.215807
0.93, 18, 0.190462
0.94, 18, 0.164474
0.95, 18, 0.137927
0.96, 18, 0.110911
0.97, 18, 0.0835169
0.98, 18, 0.0558372
0.99, 18, 0.0279665
1, 18, 0
0, 19, 0
0.01, 19, 0.0270325
0.02, 19, 0.0539741
0.03, 19, 0.0807341
0.04, 19, 0.107223
0.05, 19, 0.133353
0.06, 19, 0.159037
0.07, 19, 0.184192
0.08, 19, 0.208738
0.09, 19, 0.232595
0.1, 19, 0.255692
0.11, 19, 0.277958
0.12, 19, 0.299329
0.13, 19, 0.319747
0.14, 19, 0.339157
0.15, 19, 0.357512
0.16, 19, 0.374771
0.17, 19, 0.3909
0.18, 19, 0.405874
0.19, 19, 0.419671
0.2, 19, 0.432282
0.21, 19, 0.443701
0.22, 19, 0.453935
0.23, 19, 0.462993
0.24, 19, 0.470898
0.25, 19, 0.477677
0.26, 19, 0.483367
0.27, 19, 0.488009
0.28, 19, 0.491654
0.29, 19, 0.49436
0.3, 19, 0.496188
0.31, 19, 0.497208
0.32, 19, 0.497491
0.33, 19, 0.497116
0.34, 19, 0.496161
0.35, 19, 0.49471
0.36, 19, 0.492846
0.37, 19, 0.490654
0.38, 19, 0.488219
0.39, 19, 0.485621
0.4, 19, 0.482943
0.41, 19, 0.48026
0.42, 19, 0.477645
0.43, 19, 0.475167
0.44, 19, 0.472887
0.45, 19, 0.47086
0.46, 19, 0.469134
0.47, 19, 0.467749
0.48, 19, 0.466737
0.49, 19, 0.46612
0.5, 19, 0.465913
0.51, 19, 0.46612
0.52, 19, 0.466737
0.53, 19, 0.467749
0.54, 19, 0.469134
0.55, 19, 0.47086
0.56, 19, 0.472887
0.57, 19, 0.475167
0.58, 19, 0.477645
0.59, 19, 0.48026
0.6, 19, 0.482943
0.61, 19, 0.485621
0.62, 19, 0.488219
0.63, 19, 0.490654
0.64, 19, 0.492846
0.65, 19, 0.49471
0.66, 19, 0.496161
0.67, 19, 0.497116
0.68, 19, 0.497491
0.69, 19, 0.497208
0.7, 19, 0.496188
0.71, 19, 0.49436
0.72, 19, 0.491654
0.73, 19, 0.488009
0.74, 19, 0.483367
0.75, 19, 0.477677
0.76, 19, 0.470898
0.77, 19, 0.462993
0.78, 19, 0.453935
0.79, 19, 0.443701
0.8, 19, 0.432282
0.81, 19, 0.419671
0.82, 19, 0.405874
0.83, 19, 0.3909
0.84, 19, 0.374771
0.85, 19, 0.357512
0.86, 19, 0.339157
0.87, 19, 0.319747
0.88, 19, 0.299329
0.89, 19, 0.277958
0.9, 19, 0.255692
0.91, 19, 0.232595
0.92, 19, 0.208738
0.93, 19, 0.184192
0.94, 19, 0.159037
0.95, 19, 0.133353
0.96, 19, 0.107223
0.97, 19, 0.0807341
0.98, 19, 0.0539741
0.99, 19, 0.0270325
1, 19, 0
0, 20, 0
0.01, 20, 0.0261466
0.02, 20, 0.052207
0.03, 20, 0.0780955
0.04, 20, 0.103727
0.05, 20, 0.129019
0.06, 20, 0.15389
0.07, 20, 0.17826
0.08, 20, 0.202054
0.09, 20, 0.225199
0.1, 20, 0.247626
0.11, 20, 0.26927
0.12, 20, 0.29007
0.13, 20, 0.309973
0.14, 20, 0.328928
0.15, 20, 0.346892
0.16, 20, 0.363827
0.17, 20, 0.379702
0.18, 20, 0.394493
0.19, 20, 0.408182
0.2, 20, 0.42076
0.21, 20, 0.432224
0.22, 20, 0.442578
0.23, 20, 0.451833
0.24, 20, 0.460009
0.25, 20, 0.467132
0.26, 20, 0.473235
0.27, 20, 0.478357
0.28, 20, 0.482544
0.29, 20, 0.485847
0.3, 20, 0.488325
0.31, 20, 0.490038
0.32, 20, 0.491052
0.33, 20, 0.491436
0.34, 20, 0.491263
0.35, 20, 0.490607
0.36, 20, 0.489542
0.37, 20, 0.488144
0.38, 20, 0.486489
0.39, 20, 0.484649
0.4, 20, 0.482697
0.41, 20, 0.4807
0.42, 20, 0.478724
0.43, 20, 0.476829
0.44, 20, 0.475068
0.45, 20, 0.473493
0.46, 20, 0.472143
0.47, 20, 0.471056
0.48, 20, 0.47026
0.49, 20, 0.469774
0.5, 20, 0.46961
0.51, 20, 0.469774
0.52, 20, 0.47026
0.53, 20, 0.471056
0.54, 20, 0.472143
0.55, 20, 0.473493
0.56, 20, 0.475068
0.57, 20, 0.476829
0.58, 20, 0.478724
0.59, 20, 0.4807
0.6, 20, 0.482697
0.61, 20, 0.484649
0.62, 20, 0.486489
0.63, 20, 0.488144
0.64, 20, 0.489542
0.65, 20, 0.490607
0.66, 20, 0.491263
0.67, 20, 0.491436
0.68, 20, 0.491052
0.69, 20, 0.490038
0.7, 20, 0.488325
0.71, 20, 0.485847
0.72, 20, 0.482544
0.73, 20, 0.478357
0.74, 20, 0.473235
0.75, 20, 0.467132
0.76, 20, 0.460009
0.77, 20, 0.451833
0.78, 20, 0.442578
0.79, 20, 0.432224
0.8, 20, 0.42076
0.81, 20, 0.408182
0.82, 20, 0.394493
0.83, 20, 0.379702
0.84, 20, 0.363827
0.85, 20, 0.346892
0.86, 20, 0.328928
0.87, 20, 0.309973
0.88, 20, 0.29007
0.89, 20, 0.26927
0.9, 20, 0.247626
0.91, 20, 0.225199
0.92, 20, 0.202054
0.93, 20, 0.17826
0.94, 20, 0.15389
0.95, 20, 0.129019
0.96, 20, 0.103727
0.97, 20, 0.0780955
0.98, 20, 0.052207
0.99, 20, 0.0261466
1, 20, 0
0, 21, 0
0.01, 21, 0.0253087
0.02, 21, 0.0505359
0.03, 21, 0.0756008
0.04, 21, 0.100423
0.05, 21, 0.124925
0.06, 21, 0.149029
0.07, 21, 0.172661
0.08, 21, 0.19575
0.09, 21, 0.218226
0.1, 21, 0.240026
0.11, 21, 0.261089
0.12, 21, 0.281359
0.13, 21, 0.300784
0.14, 21, 0.319318
0.15, 21, 0.336921
0.16, 21, 0.353558
0.17, 21, 0.369201
0.18, 21, 0.383826
0.19, 21, 0.39742
0.2, 21, 0.409971
0.21, 21, 0.421478
0.22, 21, 0.431945
0.23, 21, 0.441383
0.24, 21, 0.449809
0.25, 21, 0.457247
0.26, 21, 0.463728
0.27, 21, 0.469287
0.28, 21, 0.473966
0.29, 21, 0.477812
0.3, 21, 0.480876
0.31, 21, 0.483215
0.32, 21, 0.484887
0.33, 21, 0.485954
0.34, 21, 0.486483
0.35, 21, 0.486538
0.36, 21, 0.486188
0.37, 21, 0.4855
0.38, 21, 0.484541
0.39, 21, 0.483377
0.4, 21, 0.482071
0.41, 21, 0.480685
0.42, 21, 0.479276
0.43, 21, 0.477898
0.44, 21, 0.4766
0.45, 21, 0.475424
0.46, 21, 0.474409
0.47, 21, 0.473586
0.48, 21, 0.472981
0.49, 21, 0.47261
0.5, 21, 0.472485
0.51, 21, 0.47261
0.52, 21, 0.472981
0.53, 21, 0.473586
0.54, 21, 0.474409
0.55, 21, 0.475424
0.56, 21, 0.4766
0.57, 21, 0.477898
